BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR
260,0,55952,11675,12429,67,69,76,31,0,0,0,71,53,76
274,0,73169,12306,6628,3,3,71,72,1,0,0,100,70,106
250,0,146726,9982,10595,81,82,203,238,0,0,0,207,334,83
634,24,126366,25190,18589,15,16,77,39,1,1,1,48,30,104
578,0,289651,19426,12805,238,291,142,160,1,1,0,128,141,124
75,75,9495,625,0,22,82,0,0,0,0,1,0,0,0
217,0,35956,9301,6244,1,3,52,57,0,1,0,42,44,77
321,0,65582,11575,9672,3,3,59,61,1,0,0,77,60,80
281,0,9359,11366,7693,1,13,47,15,0,0,0,58,23,85
376,0,41736,12053,12919,0,2,118,122,1,1,0,4,2,18
477,20,91746,19003,15999,28,43,125,49,1,1,1,222,159,228
123,0,59934,3897,3675,48,80,32,18,0,1,0,28,24,46
182,0,70244,6636,5514,59,61,58,59,0,0,0,60,58,93
337,27,75847,11134,6885,316,485,176,154,0,0,1,157,155,111
138,0,15844,4333,4988,207,274,94,41,0,0,0,95,51,47
227,0,17618,9328,6562,3,3,198,144,1,0,0,203,127,169
277,20,47537,10806,11603,2,2,0,0,1,0,1,0,0,7
325,0,20244,11767,8208,11,11,91,47,1,0,0,70,64,124
173,0,30132,5600,2600,108,137,34,26,0,0,0,35,22,36
178,20,5208,6469,2231,1,1,11,2,0,0,1,19,0,18
206,0,37657,5639,8006,13,19,58,72,0,0,0,60,105,31
229,0,62049,8171,8583,2,7,37,0,1,0,0,51,11,94
430,40,36108,10627,9445,91,213,200,96,1,1,1,224,139,300
298,0,37233,16316,8057,9,15,47,56,1,1,0,44,72,113
440,0,36574,15081,8603,36,38,115,9,1,1,0,97,9,116
229,0,27237,8115,4945,166,356,36,35,1,0,0,48,24,74
276,0,1367,14634,13442,107,143,111,124,1,0,0,104,156,99
252,0,64238,10095,9391,3,5,74,48,0,0,0,80,89,100
279,0,85782,10072,9428,1,2,76,85,0,0,0,97,108,87
131,0,36553,464,5551,29,95,64,32,0,0,0,55,38,38
291,0,98324,12312,9004,1,1,80,29,1,0,0,97,61,102
308,0,163913,13953,15140,194,231,106,66,1,1,0,114,61,86
60,42,7774,696,0,0,2,0,0,0,0,1,0,0,0
254,0,35575,9945,9214,0,0,120,166,1,0,0,112,171,76
729,38,41941,22957,15686,444,467,151,74,1,1,1,146,98,186
790,73,28875,30107,12837,203,309,234,61,1,0,1,235,83,263
102,0,958,3306,10535,3,20,48,62,0,0,0,62,62,0
131,0,33374,4022,2715,49,74,49,42,0,0,0,65,33,58
305,0,29670,14010,12259,0,0,105,80,0,0,0,119,81,102
584,40,120011,23734,16315,13,17,114,63,1,1,1,132,89,155
236,0,39544,9155,7642,0,0,198,193,0,0,0,205,199,119
651,16,492925,22662,12779,0,1,96,59,1,1,1,116,52,156
276,0,36498,9610,6517,17,17,82,92,1,0,0,89,84,76
86,0,22117,3388,1089,78,96,25,10,0,0,0,23,6,42
394,0,56848,22092,16586,13,21,117,65,0,0,0,154,104,153
149,0,15926,6155,8436,15,19,72,78,0,0,0,81,85,54
575,30,142564,26134,12198,269,280,119,91,1,1,1,180,118,208
289,0,33581,15709,7971,269,471,203,162,1,0,0,189,168,207
1021,52,462135,33336,26665,24,84,218,142,1,1,1,213,158,148
282,0,2818,9468,7568,32,66,40,26,0,0,0,62,46,75
578,55,35214,23669,16475,11,11,177,133,1,1,1,187,162,172
277,0,49290,10786,5165,159,193,102,81,0,0,0,109,80,78
292,0,38409,12564,8950,5,15,81,83,0,0,0,83,106,109
160,0,16953,4653,5604,31,46,49,27,0,0,0,62,23,60
249,0,3011,9945,5187,69,133,87,28,0,0,0,85,66,103
797,0,80124,30277,16662,40,86,297,266,1,1,0,289,267,226
579,0,77929,26441,27011,3,30,127,52,0,0,0,89,33,121
116,0,3229,2651,5847,54,91,309,264,1,0,0,322,326,178
266,29,3319,6905,7969,11,15,37,13,0,0,1,42,18,80
463,60,74932,17300,8571,18,18,77,67,1,0,1,68,59,78
318,0,42828,13101,10966,16,31,220,304,0,0,0,208,325,153
459,0,81245,17556,14122,157,273,115,78,1,1,0,117,76,128
79,0,13014,4152,4133,42,84,49,66,0,0,0,67,73,53
226,0,18550,8757,4483,18,33,54,41,0,0,0,75,56,61
117,0,35633,5261,4399,29,29,39,33,0,0,0,44,35,51
268,0,25984,11803,7206,30,39,125,117,0,0,0,100,130,87
269,20,5483,5483,8801,0,0,80,49,0,0,1,100,49,109
58,0,11792,7601,1368,57,88,1,0,0,0,0,27,8,35
183,0,5300,9885,5713,72,72,82,60,0,0,0,94,70,73
150,0,0,5030,2776,63,120,39,13,0,0,0,49,5,50
154,0,34874,6471,5314,0,0,104,37,0,0,0,103,56,93
288,0,55795,13647,14842,33,35,337,226,1,0,0,338,232,174
412,0,11347,20984,15317,23,35,96,30,1,0,0,86,20,157
73,73,23412,688,0,32,83,0,0,0,0,1,0,0,0
100,0,139125,4361,2897,53,100,11,14,0,0,0,15,10,32
286,0,59625,10959,6766,229,311,55,22,0,0,0,69,30,79
214,0,33540,8629,5177,13,72,45,20,0,0,0,61,34,64
291,0,33670,13408,11725,52,68,82,31,0,0,0,110,42,170
561,0,79112,21672,12538,117,180,170,219,1,1,0,172,142,157
89,89,0,744,0,21,53,0,0,1,0,1,0,0,0
221,0,31343,8868,6637,76,92,56,49,0,0,0,74,53,42
459,0,104227,19637,17562,127,182,151,110,0,0,0,119,167,132
527,0,128708,18131,13141,73,96,126,51,1,1,0,143,58,174
187,18,73559,8214,9454,86,96,106,111,0,0,1,128,131,64
396,10,6269,15492,11633,123,157,124,92,0,1,1,129,116,90
226,0,29404,7761,10168,74,86,53,54,0,0,0,66,55,34
293,0,50569,13776,9271,3,10,62,56,0,0,0,72,69,82
503,14,229778,17778,16824,211,439,68,85,1,1,1,82,68,99
141,0,39992,7184,6899,61,102,28,35,0,0,0,25,27,37
101,16,13025,2819,1413,4,4,16,4,0,0,1,12,14,21
331,0,64775,17016,10054,8,10,168,92,1,0,0,184,111,157
193,24,41055,6615,5117,3,3,18,62,0,0,1,30,84,32
145,0,41290,7377,4661,20,20,64,49,0,0,0,70,59,81
237,19,35026,8547,8951,2,3,71,35,0,0,1,70,35,80
843,50,102608,28397,15673,0,92,211,179,0,1,1,228,209,254
459,0,215168,16218,13576,1,1,115,76,1,0,0,133,83,167
90,0,31800,3873,5292,2,2,43,28,0,0,0,48,30,67
116,0,32001,5267,2992,10,11,42,39,0,0,0,55,47,54
166,28,36335,5039,3888,1,1,48,43,0,0,1,45,56,53
276,0,29413,10807,8902,0,0,100,73,0,1,0,87,91,113
183,0,6625,8588,6560,7,11,81,47,0,0,0,98,35,58
304,20,79271,12920,9214,9,13,102,76,0,1,1,66,55,99
420,19,112941,16098,12325,28,40,144,110,0,1,1,146,87,202
495,16,122405,24214,12988,284,402,140,95,0,1,1,125,106,181
98,20,17909,2729,2897,4,4,19,22,0,0,1,18,13,18
158,33,27207,6650,6073,15,22,51,15,0,1,1,63,24,80
41,10,4411,895,245,2,2,0,0,0,0,1,0,0,0
87,17,8786,2248,1667,61,75,0,0,0,0,1,4,0,8
304,20,71845,13115,10191,127,176,76,9,1,1,1,55,12,138
109,0,41473,5805,4007,12,12,51,51,0,0,0,43,68,61
246,0,152980,9671,4917,1,3,61,26,0,0,0,71,12,89
200,0,59060,11282,10916,0,0,81,52,0,1,0,81,53,131
341,0,31177,14768,9910,20,55,77,42,0,0,0,74,31,129
111,0,18274,5328,6099,22,24,46,40,0,0,0,43,33,64
119,0,18986,6986,5441,11,16,39,13,0,1,0,47,19,62
449,0,49140,18275,9716,130,210,116,86,1,0,0,109,76,74
100,92,6994,585,0,633,661,0,0,1,0,1,0,0,1
429,0,73154,18615,18944,141,186,290,181,1,1,0,279,146,209
418,20,43008,17738,11336,260,348,70,55,1,0,1,69,66,113
540,56,36700,19920,10157,310,579,205,132,1,0,1,241,104,53
275,0,30031,9783,9610,33,54,49,43,0,0,0,52,40,48
885,16,583273,37125,20371,98,98,52,0,1,1,1,37,5,338
450,0,52019,24954,18835,56,110,99,69,0,0,0,128,68,147
346,0,87416,17503,12851,46,85,90,136,1,0,0,88,150,83
388,0,23547,11512,8620,61,91,83,78,0,0,0,94,64,90
114,0,28063,5131,4217,2,2,55,18,0,1,0,51,25,82
124,0,40464,3548,3484,41,41,43,40,0,0,0,54,79,44
352,20,29609,12990,7904,28,36,85,42,0,0,1,92,60,99
96,0,28218,3552,4203,52,67,26,16,0,1,0,33,15,41
305,0,42153,14347,9781,33,161,116,115,0,0,0,108,131,125
181,0,34869,7660,7758,61,108,70,56,0,0,0,101,79,101
182,0,26068,9641,6675,6,6,46,13,0,0,0,61,28,103
340,0,59782,10021,8405,88,177,71,128,0,0,0,85,119,97
898,18,106044,8946,5628,0,2,32,25,1,0,1,28,24,34
159,0,37516,6617,7027,0,1,107,108,0,0,0,80,88,72
643,0,110441,21508,14224,1,1,86,15,1,0,0,91,28,116
481,0,272879,16853,10121,0,3,34,11,1,1,0,31,29,128
190,0,25461,7868,8041,1,2,46,23,0,0,0,38,17,70
492,0,163194,22653,15843,18,26,183,185,1,0,0,156,245,198
50,50,1585,599,0,40,42,0,0,0,0,1,0,0,0
103,0,13248,3021,2953,6,7,48,40,0,0,0,49,43,50
250,0,70792,8734,6563,19,19,62,64,0,0,0,79,72,70
497,19,87520,18543,14987,223,279,99,96,1,1,1,78,65,130
327,19,20929,12845,13835,73,96,72,66,0,0,1,84,64,90
279,0,32816,9020,8220,18,24,125,118,0,0,0,135,120,92
288,24,37738,11814,8695,0,0,71,39,0,1,1,82,60,114
239,48,19425,5346,5831,303,394,63,79,0,0,1,81,81,65
355,0,130569,16426,8296,125,172,76,49,0,0,0,62,39,58
264,8,58363,9618,8942,0,0,98,112,0,1,1,92,78,109
168,0,30788,7217,7055,23,45,89,123,0,0,0,88,83,100
82,82,0,601,0,8,8,0,0,0,0,1,0,0,0
416,0,41151,15262,11476,9,9,43,17,1,0,0,37,30,79
266,0,28233,7398,7481,10,11,44,24,0,0,0,58,36,68
100,10,4526,2932,4673,75,157,361,549,1,0,1,194,377,73
220,0,56021,8190,7163,11,11,71,61,0,0,0,73,59,77
115,0,27131,4054,4427,67,84,38,18,0,0,0,45,29,42
214,0,9612,4626,3873,23,46,76,82,0,0,0,96,86,60
486,0,75011,16675,10822,7,7,160,175,1,1,0,159,169,194
126,0,50161,2930,3717,9,9,72,36,0,0,0,66,35,72
205,0,22061,5125,5467,4,6,66,49,0,0,0,61,62,78
119,20,11345,2866,2629,17,32,9,0,0,0,1,20,5,37
161,0,18066,5259,3042,3,3,40,41,0,0,0,43,44,54
528,0,120296,18107,14057,114,131,153,92,1,0,0,153,109,123
489,0,114212,20040,11771,54,59,76,53,1,1,0,70,75,114
244,0,17864,6401,6936,56,82,38,29,0,0,0,31,30,49
289,0,23219,7600,8073,38,63,174,208,1,0,0,188,195,83
352,0,53061,14844,13712,34,44,107,76,0,0,0,129,89,138
82,0,11161,2219,2032,5,5,30,14,0,1,0,29,16,52
480,0,65423,25623,14893,0,6,153,142,1,0,0,166,162,143
302,0,50413,11627,6705,99,233,53,15,0,0,0,43,24,105
176,0,30201,7792,7056,61,90,83,97,0,1,0,87,99,80
458,0,51021,10831,6931,108,196,54,50,1,1,0,55,49,137
391,0,273775,18370,11036,115,461,97,93,1,1,0,121,93,124
465,0,36721,12236,10463,161,262,152,181,0,1,0,131,203,126
247,0,31861,7409,4783,220,395,52,33,0,0,0,47,32,68
60,0,9309,1411,1360,18,83,15,20,0,0,0,20,19,32
114,0,21675,3252,2199,76,141,49,44,0,0,0,44,52,49
75,0,4770,1346,1298,46,85,21,11,0,0,0,5,15,19
267,0,0,9071,7468,47,61,76,61,1,0,0,95,59,132
267,0,24606,12784,10280,70,78,177,201,0,0,0,173,209,125
502,0,238055,23627,17009,106,135,147,108,1,0,0,146,101,89
156,0,25061,6423,4637,23,48,98,77,0,0,0,117,68,79
153,0,58340,6907,8141,85,112,63,24,0,0,0,88,31,152
206,0,41154,4815,3363,19,28,57,70,0,0,0,45,46,33
226,0,23621,7468,5576,36,67,82,67,0,0,0,87,61,88
301,0,47621,11392,8563,36,78,156,77,0,0,0,201,75,121
247,35,25277,9040,5315,31,41,69,68,0,0,1,76,61,73
740,0,18020,28610,23894,288,492,428,501,1,0,0,424,474,307
836,0,190212,31681,23837,8,17,166,191,1,1,0,159,149,308
489,0,163931,23027,19772,0,0,258,273,0,0,0,222,239,226
303,0,48021,10562,6107,0,0,99,91,0,0,0,96,120,50
347,0,12429,10559,8480,116,195,227,327,0,0,0,201,268,145
70,70,0,1242,0,65,111,0,0,0,0,1,0,0,0
247,0,7592,7266,5676,6,6,35,20,0,0,0,39,23,70
360,0,54666,10710,8318,1,3,63,47,0,0,0,79,44,85
334,0,16960,4854,3512,62,67,92,45,0,0,0,79,52,96
644,0,162213,25082,9933,20,23,152,54,0,1,0,123,69,217
301,0,24395,5428,3552,3,4,67,46,0,0,0,47,51,78
164,0,15216,4171,2809,56,90,39,5,0,0,0,68,33,117
316,20,60949,9736,4954,123,138,106,35,0,1,1,102,31,174
625,0,391665,11367,19814,40,90,19,15,1,0,0,14,12,11
146,0,5341,5494,4844,12,28,36,18,0,0,0,49,23,58
361,0,45508,13108,11236,35,36,175,126,0,0,0,94,91,99
205,0,14637,5418,3725,14,15,55,44,0,0,0,35,35,70
438,0,22061,13367,8286,38,45,189,93,0,0,0,212,136,173
1368,0,295212,52298,26392,28,31,1,1,1,1,0,0,1,96
725,0,81261,17366,8722,117,122,260,178,1,0,0,224,114,233
258,0,12061,4951,2572,48,53,41,26,0,0,0,80,27,68
393,0,59021,12779,6508,30,35,81,55,0,0,0,95,42,61
255,0,41691,5765,4978,45,50,67,33,0,0,0,71,53,60
357,0,49952,11325,5612,0,3,52,33,0,0,0,47,38,61
27,27,0,372,0,16,21,0,0,0,0,1,0,0,0
280,0,28269,10641,8970,104,136,107,31,0,0,0,77,27,151
412,0,22010,6840,5888,23,36,55,52,0,0,0,51,42,60
445,36,38730,20666,15592,98,114,162,84,0,0,1,160,76,163
458,0,14812,9183,3675,32,41,103,22,0,0,0,97,26,155
396,0,42919,11844,8058,3,3,505,321,0,0,0,571,264,162
362,0,26801,11114,5363,2,2,111,12,0,0,0,90,7,151
672,0,66029,19539,10432,161,170,64,6,1,0,0,58,7,90
211,0,15900,4211,3168,9,29,65,13,0,0,0,54,13,96
204,0,36021,9704,5026,41,53,72,21,0,0,0,71,18,105
280,0,20110,7201,5332,0,0,105,115,0,0,0,107,110,87
108,108,0,1813,0,63,63,0,0,0,0,1,0,0,0
291,0,22875,10465,7866,0,1,158,100,0,0,0,185,136,116
430,20,594993,17893,9796,35,58,147,133,0,1,1,169,155,143
250,0,10995,4838,4011,2,6,90,57,0,0,0,68,34,63
190,0,22861,6636,4177,9,9,37,23,0,0,0,54,26,54
362,0,37533,12166,7529,0,0,154,63,0,0,0,191,67,127
156,0,17102,5031,8491,5,9,75,89,0,0,0,80,85,71
200,0,12061,4997,2407,15,21,87,27,0,0,0,81,26,98
369,0,63726,9542,12105,32,40,199,132,0,0,0,178,96,169
211,0,10111,7216,3995,200,240,81,26,0,1,0,67,21,125
394,0,0,13272,9900,166,173,238,151,0,0,0,259,156,185
781,20,209957,11269,11913,0,1,51,20,0,0,1,46,57,31
250,0,20961,11920,8474,15,15,108,87,0,1,0,109,88,114
85,0,20061,4815,3884,14,19,47,36,0,0,0,48,40,50
101,0,24396,2901,2862,4,4,33,43,0,0,0,47,38,66
763,59,171139,22948,16288,543,706,199,130,1,1,1,210,124,238
174,0,15036,4810,3552,5,8,63,27,0,0,0,52,22,62
330,0,31823,12615,9904,32,68,127,164,0,0,0,129,147,129
201,0,15361,5068,4626,54,84,38,45,0,0,0,33,51,39
649,0,129587,19916,11334,123,205,135,100,1,1,0,148,116,175
447,60,134909,18758,12301,175,254,111,48,1,1,1,100,51,173
434,0,126942,9168,6461,50,74,169,84,0,0,0,139,86,139
303,0,45021,7131,4628,59,157,212,460,0,0,0,192,356,118
301,0,0,6284,3787,19,22,67,44,0,0,0,65,37,90
219,0,27261,6293,5075,38,60,103,49,0,0,0,94,33,108
167,0,28269,3313,3337,54,86,86,73,0,0,0,71,58,79
478,0,21200,20892,14544,128,303,238,253,0,0,0,261,248,210
126,0,15061,4132,2050,11,11,50,32,0,0,0,47,28,67
479,0,90865,15035,13261,168,303,239,324,0,0,0,239,310,138
400,0,34261,12840,19390,2,2,202,307,0,0,0,191,324,163
621,40,64495,25259,16973,0,0,333,413,0,1,1,349,372,208
428,22,53000,20160,7339,28,45,247,251,0,0,1,321,269,196
208,0,38026,4240,4535,31,55,41,44,0,0,0,47,44,48
246,20,25550,5872,7181,50,95,123,152,0,0,1,94,122,83
212,0,20001,7283,4858,35,38,76,71,0,0,0,85,88,74
174,0,18011,8697,6453,0,0,119,133,0,0,0,120,134,150
520,0,62958,13045,6826,75,147,122,124,0,0,0,136,129,181
383,0,17363,10538,6617,100,159,215,239,0,0,0,219,236,161
60,60,0,759,0,35,43,0,0,0,0,1,0,0,0
646,24,49828,24321,12791,215,425,421,297,0,1,1,477,277,274
168,0,10216,4675,4707,20,28,78,99,0,0,0,70,79,62
283,0,56106,9661,11598,87,136,206,192,0,0,0,214,223,173
171,0,29612,7160,7160,44,45,98,51,0,0,0,94,74,95
318,0,36158,13298,8239,86,146,124,185,0,0,0,133,157,147
190,0,28200,7651,8079,38,73,146,157,0,0,0,144,140,105
150,0,26121,6295,3070,103,167,105,106,0,0,0,125,102,95
569,0,36121,20754,14007,44,51,354,261,0,0,0,337,331,208
120,0,3401,3633,2770,10,10,75,40,0,0,0,76,28,68
256,0,22061,8693,11371,40,75,119,106,0,0,0,130,88,135
241,0,25175,6406,5141,196,379,115,49,0,0,0,88,39,68
122,0,18061,4544,2363,35,89,36,24,0,0,0,34,26,34
414,0,81061,12637,5943,10,69,203,243,0,0,0,214,230,210
200,0,51161,8061,8382,41,106,99,61,0,0,0,89,41,71
150,0,32062,5566,5994,25,43,122,140,0,0,0,163,128,75
90,0,26061,4099,3183,35,41,53,3,0,0,0,52,25,91
288,0,27961,8021,3969,17,29,85,60,0,0,0,109,61,95
180,0,27021,7567,4296,1,1,53,68,0,0,0,51,71,53
294,0,0,5049,7430,112,125,91,94,0,0,0,106,95,113
320,0,49012,8949,6313,56,61,45,25,0,0,0,51,13,66
150,0,16969,4941,4295,79,102,94,113,0,0,0,103,136,76
262,0,46011,12315,7323,74,141,146,126,0,0,0,149,116,158
147,0,16425,6569,2796,209,342,62,46,0,0,0,35,58,66
99,0,3650,5520,2811,24,39,48,46,0,0,0,40,57,53
262,0,21470,5579,3143,26,27,50,25,1,0,0,59,22,63
182,0,0,6575,5403,264,431,147,302,0,1,0,158,375,47
338,0,9125,14013,10092,68,91,124,98,1,0,0,109,81,111
586,20,51011,21253,20599,338,431,99,50,0,0,1,114,86,97
372,0,27360,14283,8713,44,78,108,72,1,0,0,105,72,97
486,17,9856,18103,7590,221,322,105,46,1,1,1,140,46,112
928,78,325464,40503,13934,626,886,169,141,1,1,1,163,127,156
163,0,182500,6511,3388,50,126,6,4,1,0,0,19,0,26
393,17,27375,13946,7244,180,340,56,18,1,1,1,87,57,132
290,20,38325,11966,4860,195,206,137,108,1,0,1,138,113,143
538,0,238,21127,9635,600,642,149,113,1,0,0,151,99,131
156,0,6504,4894,3032,126,142,57,51,0,1,0,78,61,83
196,0,10950,8066,9163,59,104,73,67,0,0,0,73,57,76
296,0,0,11452,5927,89,110,71,50,0,0,0,76,50,77
128,0,0,4709,5801,23,33,36,45,0,0,0,52,31,42
491,0,5475,21869,11478,78,139,152,118,1,1,0,137,126,159
323,0,0,11513,9094,22,30,105,101,0,0,0,99,68,74
251,0,110,6074,2679,6,21,83,60,0,0,0,54,42,50
102,0,0,4357,4131,74,90,31,7,0,0,0,28,6,47
257,0,63098,11180,3841,80,165,79,57,0,0,0,72,71,85
250,0,20440,6432,5931,134,144,36,16,1,0,0,38,31,39
280,0,14600,12369,7131,98,156,57,35,1,0,0,75,41,103
446,41,54905,15310,11342,36,37,117,99,1,0,1,148,92,93
360,0,9125,14883,7700,84,155,148,124,1,0,0,172,99,135
80,80,0,1154,0,51,80,0,0,0,0,1,0,0,0
284,0,43800,12344,6013,69,71,83,60,1,0,0,102,56,123
235,0,45252,11855,11635,61,70,100,117,0,0,0,107,134,155
400,0,109500,16542,10080,229,242,94,59,0,1,0,133,79,162
104,0,3650,4195,3629,8,19,23,38,0,0,0,51,46,56
684,50,0,22174,15370,111,310,183,140,1,0,1,192,166,154
349,0,46235,13680,5359,99,184,147,177,0,0,0,166,197,116
252,0,29200,9655,9926,21,83,66,64,0,0,0,60,44,74
296,0,4163,11679,4300,9,76,37,20,1,1,0,25,10,71
173,24,0,2630,1414,26,102,21,11,1,0,1,27,7,25
317,0,12775,12714,7199,2,2,102,48,0,1,0,105,89,101
114,0,0,5469,2845,62,100,38,5,0,0,0,31,12,57
201,0,15370,3770,1460,114,114,28,15,0,0,0,20,18,17
262,0,21200,10253,7589,59,96,87,36,0,0,0,83,30,82
217,0,0,10186,6243,6,6,55,48,0,0,0,73,39,74
445,0,21995,12102,15933,15,15,83,85,0,0,0,115,106,81
571,0,102000,23035,11260,20,25,163,142,1,1,0,180,105,142
74,74,0,0,0,14,18,12,10,0,0,1,0,0,0
128,0,21730,6546,6045,37,59,53,54,0,0,0,61,61,46
218,0,23850,5774,4374,32,39,43,17,0,0,0,45,26,67
624,0,0,25031,14653,212,442,161,133,1,1,0,142,79,161
685,0,28690,28343,25105,39,48,291,298,1,0,0,387,304,209
49,49,0,469,0,4,5,0,0,0,0,1,0,0,0
608,0,29091,25655,23070,1,2,144,85,1,1,0,128,88,201
338,0,18550,11860,10403,13,17,132,121,0,0,0,133,124,121
241,0,9731,6395,6285,2,2,106,97,0,0,0,113,130,81
60,60,0,142,0,0,8,0,0,0,0,1,0,0,0
407,0,51940,16091,8823,319,648,145,77,1,0,0,155,116,147
390,0,36835,15393,9657,195,371,107,78,1,1,0,119,74,125
232,0,38690,7332,5956,81,150,69,42,0,0,0,71,32,78
279,0,46110,10796,12311,8,8,103,69,0,0,0,113,59,139
79,0,0,2900,721,120,189,5,2,0,0,0,10,6,17
419,0,34450,16032,13608,225,319,160,104,1,0,0,172,153,117
421,0,60000,17547,13663,126,221,226,138,1,1,0,243,191,189
345,0,53265,11996,6778,135,178,91,39,1,0,0,77,31,109
571,0,0,22958,16028,10,33,83,28,1,1,0,89,46,138
192,0,0,10379,11964,32,49,79,75,0,0,0,85,53,91
238,0,16235,4828,3723,74,93,24,10,0,0,0,19,2,46
1070,0,37319,36404,26126,155,428,281,236,1,1,0,275,229,260
589,45,0,10465,4408,0,6,25,16,1,0,1,41,26,35
587,0,63912,17208,13494,88,121,138,75,1,1,0,144,80,152
120,0,12455,2684,2187,10,12,32,0,0,1,0,19,0,35
1412,0,0,46299,36450,529,795,344,248,1,1,0,357,232,489
570,0,44520,20473,15118,337,613,125,47,1,0,0,144,83,210
166,0,12720,4135,4062,36,50,136,82,0,0,0,154,94,160
275,0,0,11195,10384,0,0,136,53,0,0,0,113,67,163
118,0,25950,6149,3819,1,3,79,38,0,0,0,99,42,97
130,0,2650,3292,1717,1,1,24,25,0,0,0,59,40,65
590,0,33125,24031,13025,3,9,209,117,1,0,0,219,188,195
131,0,14451,5132,2543,0,1,29,21,0,0,0,36,28,62
260,0,46375,6813,5405,2,2,62,21,0,0,0,65,42,90
616,0,48190,22573,10633,40,45,78,35,1,0,0,81,41,118
298,0,31800,13759,5530,17,17,54,21,1,0,0,62,24,79
100,0,10000,5034,6852,18,22,109,204,0,0,0,108,222,57
376,0,127271,9030,8679,40,160,31,40,1,0,0,30,46,32
547,0,79235,21406,9974,132,159,58,37,1,1,0,78,45,156
104,104,0,1389,1284,45,45,118,117,0,0,1,96,136,0
409,0,25970,13320,12068,22,22,99,68,1,0,0,120,62,76
260,0,15300,8796,4322,119,231,47,12,0,0,0,37,10,52
181,0,15346,6316,3643,98,143,61,19,0,0,0,44,27,45
205,0,15900,8904,5561,40,53,74,44,0,0,0,53,55,61
426,0,40411,19762,6990,77,198,109,74,0,0,0,99,73,118
201,0,16755,7565,6827,24,109,111,212,0,0,0,128,225,84
275,0,39750,10310,5222,200,416,59,62,0,0,0,71,49,107
302,0,0,14189,10439,29,33,59,37,0,0,0,73,42,71
144,0,15770,2610,3100,99,156,36,42,0,0,0,32,33,23
346,0,34164,13489,8493,25,57,81,77,0,0,0,74,78,103
160,0,13771,5813,5189,57,70,35,24,0,0,0,37,27,62
389,0,51374,14927,13533,150,175,88,52,1,1,0,88,56,103
379,0,117573,14683,8580,36,36,25,16,1,0,0,27,11,93
177,0,21461,6337,9119,2,9,236,239,0,0,0,172,209,69
380,0,52679,12544,19024,53,114,215,239,0,0,0,206,222,90
440,29,76570,17063,14913,30,67,175,142,0,0,1,185,124,152
347,0,34682,7284,7666,71,79,72,44,0,0,0,78,48,62
480,0,62433,18437,16800,103,154,106,79,0,0,0,80,62,91
169,0,92694,5946,4391,33,37,60,8,0,1,0,50,9,48
92,0,47940,3584,4130,52,130,30,3,0,0,0,27,3,44
384,0,55954,13949,11055,109,141,126,141,1,0,0,154,108,75
488,0,21251,13067,9854,56,86,165,123,1,0,0,165,125,83
90,90,24889,1065,0,55,58,0,0,1,0,1,0,0,0
323,0,25215,6222,5991,108,155,129,98,0,0,0,126,117,76
190,0,19341,7072,10339,16,16,52,82,1,0,0,53,64,53
477,0,266310,18514,11976,5,5,79,39,1,1,0,52,32,204
165,0,20874,2665,5520,72,116,34,32,0,0,0,48,22,62
211,0,37465,5985,3008,46,62,88,59,1,0,0,110,116,169
40,40,1333,524,0,76,145,0,0,0,0,1,0,0,0
307,0,39171,9151,6008,38,39,51,26,0,0,0,55,32,92
293,0,52286,13306,8120,4,8,65,60,0,0,0,64,50,77
180,0,111268,6926,5245,3,7,47,28,0,0,0,61,44,35
396,22,53130,9729,9334,0,0,135,140,0,0,1,133,142,62
370,0,124782,14640,15969,0,0,106,34,0,0,0,97,74,127
372,0,26251,9971,4483,44,74,73,23,0,1,0,64,26,72
184,0,22541,6229,7579,61,96,92,74,0,0,0,98,71,78
55,55,0,0,0,29,55,0,0,0,0,1,0,0,0
232,0,23353,7302,4696,0,2,84,62,0,0,0,90,40,113
389,0,45495,13081,8082,1,1,72,66,0,0,0,74,56,80
469,0,33426,11524,9626,10,10,111,81,1,1,0,79,63,102
295,0,47366,11160,7876,25,53,63,37,0,0,0,70,38,98
40,40,0,544,0,24,52,0,0,0,0,1,0,0,0
271,0,0,7715,6181,57,64,69,46,0,0,0,64,35,92
159,0,79500,9805,5630,8,12,56,34,1,1,0,61,18,84
254,0,0,8674,7804,76,209,95,80,0,0,0,66,47,73
313,10,0,20402,12510,0,1,3,4,1,1,1,3,3,59
652,55,47700,25281,13637,301,440,42,20,1,0,1,70,51,67
840,0,0,36713,36180,50,70,371,439,1,1,0,446,432,293
403,0,0,18643,19513,243,307,602,868,1,1,0,610,489,100
418,15,295500,20486,11648,5,77,243,207,1,1,1,268,235,275
269,0,0,7787,10571,196,273,91,100,0,1,0,83,70,90
161,35,0,7285,6149,4,5,67,45,1,0,1,82,49,70
689,0,0,25982,17514,3,6,240,304,1,0,0,278,274,148
480,32,0,26549,13825,1,1,164,215,1,0,1,134,163,90
276,36,0,7473,6040,16,66,63,32,1,1,1,53,22,83
263,0,0,9764,9494,51,84,76,70,0,0,0,75,89,73
278,41,18550,8006,5052,75,89,57,55,0,0,1,61,52,76
223,0,50000,8865,5239,55,66,42,42,0,0,0,59,43,62
