BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR,SALES_GROWTH,TOTAL_OPS,SALES_PER_BED
193,8,0,6311,4855,19,21,81,83,0,0,1,59,92,63,-2,214,0.09844559585492228
297,34,49555,10295,13832,0,1,83,105,1,0,1,109,98,80,-1,287,0.0
577,40,462766,20130,16452,336,354,241,237,1,1,1,245,279,126,-18,650,0.5823223570190641
221,0,36305,8825,7327,2,3,57,16,1,0,0,51,23,78,-1,152,0.00904977375565611
435,0,0,16252,12606,30,30,97,89,1,0,0,101,81,104,0,286,0.06896551724137931
148,0,46375,5585,7143,148,152,64,88,0,0,0,82,98,63,-4,243,1.0
359,14,85125,12363,9813,63,67,70,54,1,0,1,81,74,105,-4,260,0.17548746518105848
70,0,21200,2813,2341,57,85,17,12,0,0,0,17,9,34,-28,60,0.8142857142857143
267,0,33125,8873,11663,57,87,58,45,1,0,0,63,67,49,-30,179,0.21348314606741572
75,75,3800,1213,0,42,78,0,0,0,0,1,0,0,0,-36,0,0.56
319,0,0,12498,8274,0,0,228,274,1,0,0,218,253,179,0,650,0.0
130,0,38955,4430,3305,86,114,41,43,0,0,0,37,26,63,-28,126,0.6615384615384615
229,0,2369,9874,7730,3,3,71,40,0,0,0,79,56,87,0,222,0.013100436681222707
317,0,42400,11984,7863,41,46,66,56,1,1,0,96,77,106,-5,279,0.12933753943217666
230,0,0,6795,5128,8,16,64,86,1,0,0,69,94,78,-8,241,0.034782608695652174
365,0,63600,12420,6773,4,4,86,80,1,0,0,94,85,104,0,283,0.010958904109589041
214,0,200750,10703,10702,8,8,54,43,1,0,0,39,53,79,0,171,0.037383177570093455
210,20,0,8164,7806,76,98,79,97,1,0,1,70,101,49,-22,220,0.3619047619047619
447,0,43460,14448,8457,9,12,145,161,1,0,0,132,156,106,-3,394,0.020134228187919462
226,0,0,7567,6285,6,6,60,37,1,0,0,68,39,57,0,164,0.02654867256637168
366,0,0,13578,15460,63,138,192,245,1,1,0,185,193,96,-75,474,0.1721311475409836
213,30,51675,8263,6219,3,6,52,25,0,0,1,68,56,93,-3,217,0.014084507042253521
230,0,115000,8298,6219,14,14,96,87,0,0,0,87,90,69,0,246,0.06086956521739131
465,26,104034,20022,10634,30,47,121,58,1,1,1,101,55,202,-17,358,0.06451612903225806
243,0,52205,9290,6756,128,153,52,70,1,0,0,55,65,65,-25,185,0.5267489711934157
362,0,65455,14964,12788,0,2,194,149,1,0,0,196,161,127,-2,484,0.0
468,30,78705,16657,15816,4,10,50,33,1,1,1,78,49,108,-6,235,0.008547008547008548
266,20,29680,11559,6627,151,151,104,136,1,0,1,93,118,96,0,307,0.5676691729323309
247,0,54325,11970,8316,2,8,114,98,0,0,0,115,126,94,-6,335,0.008097165991902834
260,35,0,11467,8334,35,58,53,27,0,1,1,72,26,110,-23,208,0.1346153846153846
216,0,30210,8473,9191,68,79,94,84,0,0,0,89,61,102,-11,252,0.3148148148148148
190,25,0,6998,4267,125,253,52,55,1,0,1,62,77,56,-128,195,0.6578947368421053
417,0,37365,16630,11709,0,0,82,55,1,0,0,107,63,96,0,266,0.0
556,24,31800,18175,11592,65,151,157,123,1,1,1,136,98,93,-86,327,0.11690647482014388
96,96,0,1040,0,17,17,0,0,1,0,1,0,0,0,0,0,0.17708333333333334
702,21,44853,27823,17380,0,0,206,148,1,1,1,156,174,111,0,441,0.0
707,32,39220,25710,20809,160,207,78,78,1,1,1,90,69,93,-47,252,0.2263083451202263
480,0,1212,20061,14327,0,0,714,835,1,0,0,783,1081,92,0,1956,0.0
212,0,0,8641,8190,2,2,88,67,0,0,0,78,77,107,0,262,0.009433962264150943
364,0,809,15009,8077,0,0,100,65,1,1,0,129,69,158,0,356,0.0
217,46,14757,8651,9299,3,3,35,16,1,0,1,24,11,33,0,68,0.013824884792626729
190,0,47700,9431,3421,94,113,76,29,1,0,0,92,35,119,-19,246,0.49473684210526314
147,0,32595,5331,4084,32,32,32,20,0,0,0,37,35,50,0,122,0.21768707482993196
383,0,44255,12606,8197,57,57,49,26,1,1,0,55,36,69,0,160,0.14882506527415143
437,20,39750,17147,15522,231,231,57,105,1,1,1,50,69,63,0,182,0.528604118993135
152,152,37492,2188,0,72,123,0,0,1,0,1,9,0,3,-51,12,0.47368421052631576
542,0,59352,20215,11731,51,82,113,121,1,1,0,119,70,138,-31,327,0.0940959409594096
320,0,0,11601,9961,11,11,46,40,1,0,0,55,30,59,0,144,0.034375
120,30,6625,3530,0,3,3,0,0,0,0,1,0,0,0,0,0,0.025
293,0,40545,11031,8895,16,45,77,40,0,0,0,79,58,113,-29,250,0.05460750853242321
168,0,0,7470,12480,71,184,79,98,0,0,0,80,108,57,-113,245,0.4226190476190476
103,103,1867,2015,0,369,539,0,0,1,0,1,0,0,0,-170,0,3.5825242718446604
245,0,2542,8054,6346,0,1,64,98,1,0,0,71,80,58,-1,209,0.0
238,30,33390,7150,7558,1,1,51,63,1,0,1,62,72,56,0,190,0.004201680672268907
214,0,56180,8463,7026,12,12,95,68,0,0,0,66,61,82,0,209,0.056074766355140186
526,0,49290,23683,23701,51,51,308,398,1,0,0,298,485,192,0,975,0.09695817490494296
258,0,51410,10247,8526,11,11,65,65,1,0,0,104,104,87,0,295,0.04263565891472868
92,92,0,1303,0,10,10,0,0,0,0,1,0,0,0,0,0,0.10869565217391304
697,0,287132,32541,23476,139,248,194,137,0,1,0,209,172,285,-109,666,0.1994261119081779
333,0,120491,13425,17584,380,768,156,153,1,0,0,175,183,121,-388,479,1.1411411411411412
191,0,36715,9277,8825,1,1,49,54,1,0,0,79,75,76,0,230,0.005235602094240838
160,160,26457,1217,0,67,71,0,0,0,0,1,0,0,0,-4,0,0.41875
877,0,74211,30231,18175,43,43,68,36,1,1,0,98,55,158,0,311,0.04903078677309008
362,0,67452,13831,12404,25,31,220,132,1,0,0,218,133,127,-6,478,0.06906077348066299
376,0,6598,12742,12718,58,58,61,64,1,0,0,76,89,61,0,226,0.15425531914893617
483,0,19823,17918,11219,76,98,114,58,1,1,0,120,77,149,-22,346,0.15734989648033126
450,0,109985,12241,7531,185,253,22,14,1,1,0,36,15,52,-68,103,0.4111111111111111
267,0,41432,10971,15159,69,110,139,81,1,1,0,140,98,157,-41,395,0.25842696629213485
194,0,76629,8243,6351,26,32,95,23,0,0,0,86,37,55,-6,178,0.13402061855670103
236,0,0,15106,15093,123,182,120,50,0,0,0,98,77,112,-59,287,0.5211864406779662
393,0,392517,16650,21222,80,119,62,56,1,0,0,52,0,35,-39,87,0.2035623409669211
452,0,149525,23265,16555,13,13,94,60,1,0,0,124,73,156,0,353,0.028761061946902654
300,0,25705,13359,11062,13,13,48,22,1,0,0,40,21,70,0,131,0.043333333333333335
213,0,25950,11680,7255,4,4,58,40,0,0,0,60,45,54,0,159,0.018779342723004695
128,0,15900,6452,4856,1,1,39,27,0,0,0,46,25,57,0,128,0.0078125
314,0,9127,15346,13555,215,217,83,122,0,0,0,80,126,91,-2,297,0.6847133757961783
240,0,10600,10568,10819,2,2,82,60,0,0,0,82,53,110,0,245,0.008333333333333333
128,0,31737,7757,7430,83,111,65,39,0,0,0,67,50,77,-28,194,0.6484375
710,0,134633,24516,18104,7,7,35,20,1,1,0,36,31,260,0,327,0.009859154929577466
287,0,359093,12168,13754,19,32,49,51,1,0,0,52,67,38,-13,157,0.06620209059233449
386,0,413360,22637,24383,7,7,75,41,1,1,0,96,79,87,0,262,0.018134715025906734
460,0,110909,19664,18394,0,1,145,139,1,0,0,183,170,124,-1,477,0.0
69,18,84594,1447,2792,122,250,81,165,1,0,1,69,155,40,-128,264,1.7681159420289856
76,22,41360,1954,4650,1,1,131,161,1,0,1,125,140,14,0,279,0.013157894736842105
479,57,295190,20286,18832,7,7,81,56,1,1,1,91,57,113,0,261,0.014613778705636743
345,18,371094,16075,13507,87,339,120,134,1,0,1,150,153,116,-252,419,0.25217391304347825
416,0,513046,19171,12821,0,0,147,85,1,0,0,150,92,158,0,400,0.0
405,0,517505,21569,17310,30,30,108,71,1,0,0,100,97,115,0,312,0.07407407407407407
254,69,91728,9278,5886,40,43,344,472,1,0,1,343,400,79,-3,822,0.15748031496062992
946,0,1575371,37527,21614,31,68,212,72,1,1,0,182,104,76,-37,362,0.03276955602536998
303,0,19345,15522,11175,0,0,109,133,0,0,0,129,130,114,0,373,0.0
201,0,7212,9060,11134,0,0,114,90,0,1,0,133,99,74,0,306,0.0
160,0,13250,8407,6900,0,0,96,117,0,0,0,101,146,89,0,336,0.0
241,0,50091,13440,9401,2,2,87,72,0,0,0,103,97,93,0,293,0.008298755186721992
296,0,319504,12900,10408,128,246,96,135,1,1,0,95,96,135,-118,326,0.43243243243243246
403,0,18531,18238,15668,75,103,102,85,0,1,0,108,78,133,-28,319,0.18610421836228289
156,0,22777,8734,8096,13,25,38,34,0,0,0,47,24,55,-12,126,0.08333333333333333
656,10,87126,39428,27048,3,5,148,84,1,1,1,169,68,265,-2,502,0.004573170731707317
296,0,12896,14900,9777,9,10,126,57,1,0,0,131,79,96,-1,306,0.030405405405405407
105,21,42610,2403,2805,1,1,335,215,1,0,1,185,180,47,0,412,0.009523809523809525
347,0,44072,14780,10209,5,5,66,35,0,1,0,78,38,98,0,214,0.01440922190201729
229,59,24521,6459,7615,14,17,50,46,0,0,1,144,69,65,-3,278,0.0611353711790393
288,0,52157,13310,8912,4,5,82,50,0,0,0,85,51,124,-1,260,0.013888888888888888
362,0,110843,16839,6087,69,88,158,136,0,0,0,170,131,136,-19,437,0.19060773480662985
95,32,16445,1404,0,18,18,0,1,0,0,1,1,0,1,0,2,0.18947368421052632
188,0,81822,8601,7379,23,39,96,110,0,0,0,119,89,105,-16,313,0.12234042553191489
586,0,488169,24724,12424,262,292,154,88,1,1,0,145,52,168,-30,365,0.447098976109215
40,40,3600,260,0,6,6,0,0,1,0,1,0,0,1,0,1,0.15
131,20,47657,4860,3787,0,0,81,47,0,0,1,110,78,76,0,264,0.0
100,0,59414,5569,4683,6,12,63,34,0,0,0,59,38,48,-6,145,0.06
146,0,27368,4906,4458,8,9,55,59,0,0,0,46,60,41,-1,147,0.0547945205479452
437,0,123594,16531,14094,157,245,107,92,1,0,0,108,81,88,-88,277,0.35926773455377575
368,0,105287,18851,16962,16,21,155,203,1,0,0,171,191,117,-5,479,0.043478260869565216
341,0,54435,16561,13460,40,55,247,265,0,0,0,195,257,86,-15,538,0.11730205278592376
269,24,62783,8406,12050,144,229,99,86,0,0,1,94,60,88,-85,242,0.5353159851301115
200,36,11473,3712,5037,23,25,87,211,0,0,1,60,118,37,-2,215,0.115
831,41,470949,25917,13655,0,2,116,96,1,1,1,110,81,160,-2,351,0.0
260,0,55952,11675,12429,67,69,76,31,0,0,0,71,53,76,-2,200,0.25769230769230766
274,0,73169,12306,6628,3,3,71,72,1,0,0,100,70,106,0,276,0.010948905109489052
250,0,146726,9982,10595,81,82,203,238,0,0,0,207,334,83,-1,624,0.324
634,24,126366,25190,18589,15,16,77,39,1,1,1,48,30,104,-1,182,0.02365930599369085
578,0,289651,19426,12805,238,291,142,160,1,1,0,128,141,124,-53,393,0.4117647058823529
75,75,9495,625,0,22,82,0,0,0,0,1,0,0,0,-60,0,0.29333333333333333
217,0,35956,9301,6244,1,3,52,57,0,1,0,42,44,77,-2,163,0.004608294930875576
321,0,65582,11575,9672,3,3,59,61,1,0,0,77,60,80,0,217,0.009345794392523364
281,0,9359,11366,7693,1,13,47,15,0,0,0,58,23,85,-12,166,0.0035587188612099642
376,0,41736,12053,12919,0,2,118,122,1,1,0,4,2,18,-2,24,0.0
477,20,91746,19003,15999,28,43,125,49,1,1,1,222,159,228,-15,609,0.05870020964360587
123,0,59934,3897,3675,48,80,32,18,0,1,0,28,24,46,-32,98,0.3902439024390244
182,0,70244,6636,5514,59,61,58,59,0,0,0,60,58,93,-2,211,0.3241758241758242
337,27,75847,11134,6885,316,485,176,154,0,0,1,157,155,111,-169,423,0.9376854599406528
138,0,15844,4333,4988,207,274,94,41,0,0,0,95,51,47,-67,193,1.5
227,0,17618,9328,6562,3,3,198,144,1,0,0,203,127,169,0,499,0.013215859030837005
277,20,47537,10806,11603,2,2,0,0,1,0,1,0,0,7,0,7,0.007220216606498195
325,0,20244,11767,8208,11,11,91,47,1,0,0,70,64,124,0,258,0.033846153846153845
173,0,30132,5600,2600,108,137,34,26,0,0,0,35,22,36,-29,93,0.6242774566473989
178,20,5208,6469,2231,1,1,11,2,0,0,1,19,0,18,0,37,0.0056179775280898875
206,0,37657,5639,8006,13,19,58,72,0,0,0,60,105,31,-6,196,0.06310679611650485
229,0,62049,8171,8583,2,7,37,0,1,0,0,51,11,94,-5,156,0.008733624454148471
430,40,36108,10627,9445,91,213,200,96,1,1,1,224,139,300,-122,663,0.2116279069767442
298,0,37233,16316,8057,9,15,47,56,1,1,0,44,72,113,-6,229,0.030201342281879196
440,0,36574,15081,8603,36,38,115,9,1,1,0,97,9,116,-2,222,0.08181818181818182
229,0,27237,8115,4945,166,356,36,35,1,0,0,48,24,74,-190,146,0.7248908296943232
276,0,1367,14634,13442,107,143,111,124,1,0,0,104,156,99,-36,359,0.38768115942028986
252,0,64238,10095,9391,3,5,74,48,0,0,0,80,89,100,-2,269,0.011904761904761904
279,0,85782,10072,9428,1,2,76,85,0,0,0,97,108,87,-1,292,0.0035842293906810036
131,0,36553,464,5551,29,95,64,32,0,0,0,55,38,38,-66,131,0.22137404580152673
291,0,98324,12312,9004,1,1,80,29,1,0,0,97,61,102,0,260,0.003436426116838488
308,0,163913,13953,15140,194,231,106,66,1,1,0,114,61,86,-37,261,0.6298701298701299
60,42,7774,696,0,0,2,0,0,0,0,1,0,0,0,-2,0,0.0
254,0,35575,9945,9214,0,0,120,166,1,0,0,112,171,76,0,359,0.0
729,38,41941,22957,15686,444,467,151,74,1,1,1,146,98,186,-23,430,0.6090534979423868
790,73,28875,30107,12837,203,309,234,61,1,0,1,235,83,263,-106,581,0.2569620253164557
102,0,958,3306,10535,3,20,48,62,0,0,0,62,62,0,-17,124,0.029411764705882353
131,0,33374,4022,2715,49,74,49,42,0,0,0,65,33,58,-25,156,0.37404580152671757
305,0,29670,14010,12259,0,0,105,80,0,0,0,119,81,102,0,302,0.0
584,40,120011,23734,16315,13,17,114,63,1,1,1,132,89,155,-4,376,0.02226027397260274
236,0,39544,9155,7642,0,0,198,193,0,0,0,205,199,119,0,523,0.0
651,16,492925,22662,12779,0,1,96,59,1,1,1,116,52,156,-1,324,0.0
276,0,36498,9610,6517,17,17,82,92,1,0,0,89,84,76,0,249,0.06159420289855073
86,0,22117,3388,1089,78,96,25,10,0,0,0,23,6,42,-18,71,0.9069767441860465
394,0,56848,22092,16586,13,21,117,65,0,0,0,154,104,153,-8,411,0.03299492385786802
149,0,15926,6155,8436,15,19,72,78,0,0,0,81,85,54,-4,220,0.10067114093959731
575,30,142564,26134,12198,269,280,119,91,1,1,1,180,118,208,-11,506,0.4678260869565217
289,0,33581,15709,7971,269,471,203,162,1,0,0,189,168,207,-202,564,0.9307958477508651
1021,52,462135,33336,26665,24,84,218,142,1,1,1,213,158,148,-60,519,0.023506366307541625
282,0,2818,9468,7568,32,66,40,26,0,0,0,62,46,75,-34,183,0.11347517730496454
578,55,35214,23669,16475,11,11,177,133,1,1,1,187,162,172,0,521,0.01903114186851211
277,0,49290,10786,5165,159,193,102,81,0,0,0,109,80,78,-34,267,0.5740072202166066
292,0,38409,12564,8950,5,15,81,83,0,0,0,83,106,109,-10,298,0.017123287671232876
160,0,16953,4653,5604,31,46,49,27,0,0,0,62,23,60,-15,145,0.19375
249,0,3011,9945,5187,69,133,87,28,0,0,0,85,66,103,-64,254,0.27710843373493976
797,0,80124,30277,16662,40,86,297,266,1,1,0,289,267,226,-46,782,0.050188205771643665
579,0,77929,26441,27011,3,30,127,52,0,0,0,89,33,121,-27,243,0.0051813471502590676
116,0,3229,2651,5847,54,91,309,264,1,0,0,322,326,178,-37,826,0.46551724137931033
266,29,3319,6905,7969,11,15,37,13,0,0,1,42,18,80,-4,140,0.041353383458646614
463,60,74932,17300,8571,18,18,77,67,1,0,1,68,59,78,0,205,0.038876889848812095
318,0,42828,13101,10966,16,31,220,304,0,0,0,208,325,153,-15,686,0.050314465408805034
459,0,81245,17556,14122,157,273,115,78,1,1,0,117,76,128,-116,321,0.3420479302832244
79,0,13014,4152,4133,42,84,49,66,0,0,0,67,73,53,-42,193,0.5316455696202531
226,0,18550,8757,4483,18,33,54,41,0,0,0,75,56,61,-15,192,0.07964601769911504
117,0,35633,5261,4399,29,29,39,33,0,0,0,44,35,51,0,130,0.24786324786324787
268,0,25984,11803,7206,30,39,125,117,0,0,0,100,130,87,-9,317,0.11194029850746269
269,20,5483,5483,8801,0,0,80,49,0,0,1,100,49,109,0,258,0.0
58,0,11792,7601,1368,57,88,1,0,0,0,0,27,8,35,-31,70,0.9827586206896551
183,0,5300,9885,5713,72,72,82,60,0,0,0,94,70,73,0,237,0.39344262295081966
150,0,0,5030,2776,63,120,39,13,0,0,0,49,5,50,-57,104,0.42
154,0,34874,6471,5314,0,0,104,37,0,0,0,103,56,93,0,252,0.0
288,0,55795,13647,14842,33,35,337,226,1,0,0,338,232,174,-2,744,0.11458333333333333
412,0,11347,20984,15317,23,35,96,30,1,0,0,86,20,157,-12,263,0.055825242718446605
73,73,23412,688,0,32,83,0,0,0,0,1,0,0,0,-51,0,0.4383561643835616
100,0,139125,4361,2897,53,100,11,14,0,0,0,15,10,32,-47,57,0.53
286,0,59625,10959,6766,229,311,55,22,0,0,0,69,30,79,-82,178,0.8006993006993007
214,0,33540,8629,5177,13,72,45,20,0,0,0,61,34,64,-59,159,0.06074766355140187
291,0,33670,13408,11725,52,68,82,31,0,0,0,110,42,170,-16,322,0.17869415807560138
561,0,79112,21672,12538,117,180,170,219,1,1,0,172,142,157,-63,471,0.20855614973262032
89,89,0,744,0,21,53,0,0,1,0,1,0,0,0,-32,0,0.23595505617977527
221,0,31343,8868,6637,76,92,56,49,0,0,0,74,53,42,-16,169,0.3438914027149321
459,0,104227,19637,17562,127,182,151,110,0,0,0,119,167,132,-55,418,0.2766884531590414
527,0,128708,18131,13141,73,96,126,51,1,1,0,143,58,174,-23,375,0.13851992409867173
187,18,73559,8214,9454,86,96,106,111,0,0,1,128,131,64,-10,323,0.45989304812834225
396,10,6269,15492,11633,123,157,124,92,0,1,1,129,116,90,-34,335,0.3106060606060606
226,0,29404,7761,10168,74,86,53,54,0,0,0,66,55,34,-12,155,0.3274336283185841
293,0,50569,13776,9271,3,10,62,56,0,0,0,72,69,82,-7,223,0.010238907849829351
503,14,229778,17778,16824,211,439,68,85,1,1,1,82,68,99,-228,249,0.4194831013916501
141,0,39992,7184,6899,61,102,28,35,0,0,0,25,27,37,-41,89,0.4326241134751773
101,16,13025,2819,1413,4,4,16,4,0,0,1,12,14,21,0,47,0.039603960396039604
331,0,64775,17016,10054,8,10,168,92,1,0,0,184,111,157,-2,452,0.02416918429003021
193,24,41055,6615,5117,3,3,18,62,0,0,1,30,84,32,0,146,0.015544041450777202
145,0,41290,7377,4661,20,20,64,49,0,0,0,70,59,81,0,210,0.13793103448275862
237,19,35026,8547,8951,2,3,71,35,0,0,1,70,35,80,-1,185,0.008438818565400843
843,50,102608,28397,15673,0,92,211,179,0,1,1,228,209,254,-92,691,0.0
459,0,215168,16218,13576,1,1,115,76,1,0,0,133,83,167,0,383,0.002178649237472767
90,0,31800,3873,5292,2,2,43,28,0,0,0,48,30,67,0,145,0.022222222222222223
116,0,32001,5267,2992,10,11,42,39,0,0,0,55,47,54,-1,156,0.08620689655172414
166,28,36335,5039,3888,1,1,48,43,0,0,1,45,56,53,0,154,0.006024096385542169
276,0,29413,10807,8902,0,0,100,73,0,1,0,87,91,113,0,291,0.0
183,0,6625,8588,6560,7,11,81,47,0,0,0,98,35,58,-4,191,0.03825136612021858
304,20,79271,12920,9214,9,13,102,76,0,1,1,66,55,99,-4,220,0.029605263157894735
420,19,112941,16098,12325,28,40,144,110,0,1,1,146,87,202,-12,435,0.06666666666666667
495,16,122405,24214,12988,284,402,140,95,0,1,1,125,106,181,-118,412,0.5737373737373738
98,20,17909,2729,2897,4,4,19,22,0,0,1,18,13,18,0,49,0.04081632653061224
158,33,27207,6650,6073,15,22,51,15,0,1,1,63,24,80,-7,167,0.0949367088607595
41,10,4411,895,245,2,2,0,0,0,0,1,0,0,0,0,0,0.04878048780487805
87,17,8786,2248,1667,61,75,0,0,0,0,1,4,0,8,-14,12,0.7011494252873564
304,20,71845,13115,10191,127,176,76,9,1,1,1,55,12,138,-49,205,0.41776315789473684
109,0,41473,5805,4007,12,12,51,51,0,0,0,43,68,61,0,172,0.11009174311926606
246,0,152980,9671,4917,1,3,61,26,0,0,0,71,12,89,-2,172,0.0040650406504065045
200,0,59060,11282,10916,0,0,81,52,0,1,0,81,53,131,0,265,0.0
341,0,31177,14768,9910,20,55,77,42,0,0,0,74,31,129,-35,234,0.05865102639296188
111,0,18274,5328,6099,22,24,46,40,0,0,0,43,33,64,-2,140,0.1981981981981982
119,0,18986,6986,5441,11,16,39,13,0,1,0,47,19,62,-5,128,0.09243697478991597
449,0,49140,18275,9716,130,210,116,86,1,0,0,109,76,74,-80,259,0.289532293986637
100,92,6994,585,0,633,661,0,0,1,0,1,0,0,1,-28,1,6.33
429,0,73154,18615,18944,141,186,290,181,1,1,0,279,146,209,-45,634,0.32867132867132864
418,20,43008,17738,11336,260,348,70,55,1,0,1,69,66,113,-88,248,0.6220095693779905
540,56,36700,19920,10157,310,579,205,132,1,0,1,241,104,53,-269,398,0.5740740740740741
275,0,30031,9783,9610,33,54,49,43,0,0,0,52,40,48,-21,140,0.12
885,16,583273,37125,20371,98,98,52,0,1,1,1,37,5,338,0,380,0.11073446327683616
450,0,52019,24954,18835,56,110,99,69,0,0,0,128,68,147,-54,343,0.12444444444444444
346,0,87416,17503,12851,46,85,90,136,1,0,0,88,150,83,-39,321,0.1329479768786127
388,0,23547,11512,8620,61,91,83,78,0,0,0,94,64,90,-30,248,0.15721649484536082
114,0,28063,5131,4217,2,2,55,18,0,1,0,51,25,82,0,158,0.017543859649122806
124,0,40464,3548,3484,41,41,43,40,0,0,0,54,79,44,0,177,0.33064516129032256
352,20,29609,12990,7904,28,36,85,42,0,0,1,92,60,99,-8,251,0.07954545454545454
96,0,28218,3552,4203,52,67,26,16,0,1,0,33,15,41,-15,89,0.5416666666666666
305,0,42153,14347,9781,33,161,116,115,0,0,0,108,131,125,-128,364,0.10819672131147541
181,0,34869,7660,7758,61,108,70,56,0,0,0,101,79,101,-47,281,0.3370165745856354
182,0,26068,9641,6675,6,6,46,13,0,0,0,61,28,103,0,192,0.03296703296703297
340,0,59782,10021,8405,88,177,71,128,0,0,0,85,119,97,-89,301,0.25882352941176473
898,18,106044,8946,5628,0,2,32,25,1,0,1,28,24,34,-2,86,0.0
159,0,37516,6617,7027,0,1,107,108,0,0,0,80,88,72,-1,240,0.0
643,0,110441,21508,14224,1,1,86,15,1,0,0,91,28,116,0,235,0.0015552099533437014
481,0,272879,16853,10121,0,3,34,11,1,1,0,31,29,128,-3,188,0.0
190,0,25461,7868,8041,1,2,46,23,0,0,0,38,17,70,-1,125,0.005263157894736842
492,0,163194,22653,15843,18,26,183,185,1,0,0,156,245,198,-8,599,0.036585365853658534
50,50,1585,599,0,40,42,0,0,0,0,1,0,0,0,-2,0,0.8
103,0,13248,3021,2953,6,7,48,40,0,0,0,49,43,50,-1,142,0.05825242718446602
250,0,70792,8734,6563,19,19,62,64,0,0,0,79,72,70,0,221,0.076
497,19,87520,18543,14987,223,279,99,96,1,1,1,78,65,130,-56,273,0.448692152917505
327,19,20929,12845,13835,73,96,72,66,0,0,1,84,64,90,-23,238,0.22324159021406728
279,0,32816,9020,8220,18,24,125,118,0,0,0,135,120,92,-6,347,0.06451612903225806
288,24,37738,11814,8695,0,0,71,39,0,1,1,82,60,114,0,256,0.0
239,48,19425,5346,5831,303,394,63,79,0,0,1,81,81,65,-91,227,1.2677824267782427
355,0,130569,16426,8296,125,172,76,49,0,0,0,62,39,58,-47,159,0.352112676056338
264,8,58363,9618,8942,0,0,98,112,0,1,1,92,78,109,0,279,0.0
168,0,30788,7217,7055,23,45,89,123,0,0,0,88,83,100,-22,271,0.13690476190476192
82,82,0,601,0,8,8,0,0,0,0,1,0,0,0,0,0,0.0975609756097561
416,0,41151,15262,11476,9,9,43,17,1,0,0,37,30,79,0,146,0.021634615384615384
266,0,28233,7398,7481,10,11,44,24,0,0,0,58,36,68,-1,162,0.03759398496240601
100,10,4526,2932,4673,75,157,361,549,1,0,1,194,377,73,-82,644,0.75
220,0,56021,8190,7163,11,11,71,61,0,0,0,73,59,77,0,209,0.05
115,0,27131,4054,4427,67,84,38,18,0,0,0,45,29,42,-17,116,0.5826086956521739
214,0,9612,4626,3873,23,46,76,82,0,0,0,96,86,60,-23,242,0.10747663551401869
486,0,75011,16675,10822,7,7,160,175,1,1,0,159,169,194,0,522,0.01440329218106996
126,0,50161,2930,3717,9,9,72,36,0,0,0,66,35,72,0,173,0.07142857142857142
205,0,22061,5125,5467,4,6,66,49,0,0,0,61,62,78,-2,201,0.01951219512195122
119,20,11345,2866,2629,17,32,9,0,0,0,1,20,5,37,-15,62,0.14285714285714285
161,0,18066,5259,3042,3,3,40,41,0,0,0,43,44,54,0,141,0.018633540372670808
528,0,120296,18107,14057,114,131,153,92,1,0,0,153,109,123,-17,385,0.2159090909090909
489,0,114212,20040,11771,54,59,76,53,1,1,0,70,75,114,-5,259,0.11042944785276074
244,0,17864,6401,6936,56,82,38,29,0,0,0,31,30,49,-26,110,0.22950819672131148
289,0,23219,7600,8073,38,63,174,208,1,0,0,188,195,83,-25,466,0.1314878892733564
352,0,53061,14844,13712,34,44,107,76,0,0,0,129,89,138,-10,356,0.09659090909090909
82,0,11161,2219,2032,5,5,30,14,0,1,0,29,16,52,0,97,0.06097560975609756
480,0,65423,25623,14893,0,6,153,142,1,0,0,166,162,143,-6,471,0.0
302,0,50413,11627,6705,99,233,53,15,0,0,0,43,24,105,-134,172,0.32781456953642385
176,0,30201,7792,7056,61,90,83,97,0,1,0,87,99,80,-29,266,0.3465909090909091
458,0,51021,10831,6931,108,196,54,50,1,1,0,55,49,137,-88,241,0.23580786026200873
391,0,273775,18370,11036,115,461,97,93,1,1,0,121,93,124,-346,338,0.29411764705882354
465,0,36721,12236,10463,161,262,152,181,0,1,0,131,203,126,-101,460,0.34623655913978496
247,0,31861,7409,4783,220,395,52,33,0,0,0,47,32,68,-175,147,0.8906882591093117
60,0,9309,1411,1360,18,83,15,20,0,0,0,20,19,32,-65,71,0.3
114,0,21675,3252,2199,76,141,49,44,0,0,0,44,52,49,-65,145,0.6666666666666666
75,0,4770,1346,1298,46,85,21,11,0,0,0,5,15,19,-39,39,0.6133333333333333
267,0,0,9071,7468,47,61,76,61,1,0,0,95,59,132,-14,286,0.1760299625468165
267,0,24606,12784,10280,70,78,177,201,0,0,0,173,209,125,-8,507,0.26217228464419473
502,0,238055,23627,17009,106,135,147,108,1,0,0,146,101,89,-29,336,0.21115537848605578
156,0,25061,6423,4637,23,48,98,77,0,0,0,117,68,79,-25,264,0.14743589743589744
153,0,58340,6907,8141,85,112,63,24,0,0,0,88,31,152,-27,271,0.5555555555555556
206,0,41154,4815,3363,19,28,57,70,0,0,0,45,46,33,-9,124,0.09223300970873786
226,0,23621,7468,5576,36,67,82,67,0,0,0,87,61,88,-31,236,0.1592920353982301
